vulnerability_id,cve_id,vulnerability_name,severity,cvss_score,affected_asset,patch_available,status
VUL05001,CVE-2020-34921,Command Injection,High,8.6,FIN-SW-0119,Yes,Closed
VUL05002,CVE-2015-80532,Sensitive Data Exposure,High,8.1,FIN-PC-0039,Yes,Closed
VUL05003,CVE-2017-74071,Sensitive Data Exposure,Medium,4.5,ENG-PC-0032,No,Open
VUL05004,CVE-2020-7306,Unpatched Software,Medium,6.0,LEG-MOB-0067,No,In Progress
VUL05005,CVE-2018-96037,Insecure Deserialization,Critical,9.7,FIN-MOB-0119,Yes,In Progress
VUL05006,CVE-2018-78067,Cross-Site Scripting (XSS),High,8.7,OPS-RTR-0001,Yes,Closed
VUL05007,CVE-2022-93602,Open Redirect,Low,3.6,MKT-SW-0104,Yes,Patched
VUL05008,CVE-2016-51651,Unpatched Software,Critical,9.6,LEG-FW-0114,Yes,Patched
VUL05009,CVE-2021-43222,Privilege Escalation,Low,2.3,OPS-LAP-0046,No,In Progress
VUL05010,CVE-2019-2593,Insecure Direct Object Reference,Medium,4.8,ENG-PRT-0080,No,Won't Fix
VUL05011,CVE-2024-69894,Weak Password Policy,Low,1.4,IT-PRT-0070,Yes,Closed
VUL05012,CVE-2019-82955,Weak Password Policy,Low,1.1,HR-RTR-0018,Yes,In Progress
VUL05013,CVE-2016-27233,Open Redirect,Medium,6.5,MKT-DB-0045,No,In Progress
VUL05014,CVE-2018-2313,Weak Password Policy,Critical,9.3,IT-PC-0005,No,Won't Fix
VUL05015,CVE-2021-38426,Denial of Service,High,8.5,HR-PRT-0078,Yes,Patched
VUL05016,CVE-2023-67120,Open Redirect,High,7.8,ENG-PRT-0096,No,Won't Fix
VUL05017,CVE-2019-73842,Denial of Service,Medium,5.7,IT-DB-0122,No,Won't Fix
VUL05018,CVE-2024-29144,Outdated SSL/TLS Configuration,High,7.4,MKT-PRT-0017,No,Open
VUL05019,CVE-2017-60938,Privilege Escalation,Critical,9.9,ENG-FW-0140,Yes,Closed
VUL05020,CVE-2024-77062,Denial of Service,Medium,6.0,ENG-MOB-0014,Yes,Patched
VUL05021,CVE-2024-15147,Insecure Direct Object Reference,Critical,9.1,ENG-RTR-0096,No,Open
VUL05022,CVE-2020-31241,Outdated SSL/TLS Configuration,Low,2.4,FIN-PC-0023,No,Open
VUL05023,CVE-2026-1303,Security Misconfiguration,Medium,4.5,MKT-PRT-0026,Yes,Patched
VUL05024,CVE-2019-25816,Remote Code Execution,Medium,5.8,FIN-PRT-0010,No,In Progress
VUL05025,CVE-2021-68235,Sensitive Data Exposure,Low,1.1,OPS-FW-0120,No,In Progress
VUL05026,CVE-2022-3226,Sensitive Data Exposure,Medium,5.9,HR-IOT-0036,Yes,Closed
VUL05027,CVE-2021-43514,Open Redirect,Low,2.3,ENG-RTR-0024,Yes,Patched
VUL05028,CVE-2015-21675,Insecure Direct Object Reference,Medium,4.8,IT-IOT-0022,Yes,In Progress
VUL05029,CVE-2020-1518,Outdated SSL/TLS Configuration,Low,3.0,LEG-PC-0062,No,Won't Fix
VUL05030,CVE-2017-28300,Remote Code Execution,High,8.0,SAL-MOB-0076,Yes,Patched
VUL05031,CVE-2023-94473,Sensitive Data Exposure,High,8.4,ENG-SRV-0062,No,Open
VUL05032,CVE-2024-46039,Sensitive Data Exposure,Medium,5.4,OPS-DB-0040,No,Open
VUL05033,CVE-2020-97569,Server-Side Request Forgery (SSRF),Medium,6.9,HR-RTR-0035,Yes,Patched
VUL05034,CVE-2021-39841,Privilege Escalation,High,7.4,SAL-RTR-0073,No,Open
VUL05035,CVE-2026-3098,Denial of Service,High,7.3,LEG-PRT-0079,No,In Progress
VUL05036,CVE-2017-81253,Path Traversal,High,7.1,HR-IOT-0052,Yes,Closed
VUL05037,CVE-2020-87112,Security Misconfiguration,Critical,9.2,OPS-RTR-0014,Yes,Closed
VUL05038,CVE-2022-5245,SQL Injection,Medium,5.2,OPS-DB-0048,Yes,In Progress
VUL05039,CVE-2016-84250,Broken Authentication,Medium,4.1,SAL-PRT-0081,Yes,In Progress
VUL05040,CVE-2026-50109,Security Misconfiguration,Medium,5.1,LEG-FW-0109,No,In Progress
VUL05041,CVE-2021-58955,XML External Entity (XXE),Low,3.4,OPS-MOB-0091,No,Open
VUL05042,CVE-2018-89571,Denial of Service,Critical,9.6,LEG-PC-0042,Yes,In Progress
VUL05043,CVE-2017-82482,Server-Side Request Forgery (SSRF),Low,3.1,OPS-SW-0073,No,In Progress
VUL05044,CVE-2022-76502,Command Injection,High,7.4,SAL-SW-0067,Yes,In Progress
VUL05045,CVE-2020-93678,Sensitive Data Exposure,Critical,9.9,OPS-SW-0101,No,Won't Fix
VUL05046,CVE-2022-77945,Unpatched Software,Medium,6.7,IT-LAP-0013,No,Won't Fix
VUL05047,CVE-2026-58337,Insecure Deserialization,Medium,5.7,SAL-SRV-0011,Yes,Closed
VUL05048,CVE-2015-22023,Path Traversal,High,7.8,IT-RTR-0124,Yes,Closed
VUL05049,CVE-2018-15216,Sensitive Data Exposure,Low,3.0,SAL-PC-0055,Yes,Patched
VUL05050,CVE-2026-36526,Remote Code Execution,Medium,4.3,IT-PRT-0060,Yes,Closed
VUL05051,CVE-2026-87693,Cross-Site Scripting (XSS),High,8.3,LEG-MOB-0100,No,Open
VUL05052,CVE-2023-28741,XML External Entity (XXE),Critical,9.1,MKT-FW-0101,Yes,In Progress
VUL05053,CVE-2020-96186,Outdated SSL/TLS Configuration,Critical,9.8,ENG-PC-0043,Yes,Patched
VUL05054,CVE-2017-79239,Unpatched Software,Medium,5.5,IT-SRV-0115,Yes,In Progress
VUL05055,CVE-2018-57317,Cross-Site Scripting (XSS),Medium,5.1,FIN-RTR-0057,No,Won't Fix
VUL05056,CVE-2024-29263,SQL Injection,High,8.7,OPS-SW-0041,Yes,Closed
VUL05057,CVE-2025-66479,XML External Entity (XXE),Medium,6.0,MKT-PC-0077,No,Won't Fix
VUL05058,CVE-2019-63697,Remote Code Execution,Medium,6.1,SAL-PRT-0052,Yes,In Progress
VUL05059,CVE-2019-2704,Sensitive Data Exposure,High,7.8,OPS-MOB-0012,Yes,Patched
VUL05060,CVE-2019-48183,Outdated SSL/TLS Configuration,Low,2.8,ENG-MOB-0130,Yes,Closed
VUL05061,CVE-2016-30399,Missing Security Patch,High,8.8,ENG-SW-0080,Yes,In Progress
VUL05062,CVE-2019-98536,Insecure Deserialization,Low,1.5,LEG-DB-0053,No,Open
VUL05063,CVE-2016-79220,Denial of Service,Medium,6.0,HR-IOT-0041,No,Won't Fix
VUL05064,CVE-2019-2469,Command Injection,High,8.5,FIN-SW-0051,Yes,In Progress
VUL05065,CVE-2026-57175,Path Traversal,Low,2.0,SAL-LAP-0031,Yes,Patched
VUL05066,CVE-2019-50564,Unpatched Software,Critical,9.1,HR-DB-0009,No,Open
VUL05067,CVE-2023-99822,Weak Password Policy,High,8.3,MKT-PRT-0035,Yes,Closed
VUL05068,CVE-2022-4964,Command Injection,Medium,6.5,SAL-MOB-0007,No,Open
VUL05069,CVE-2020-1545,Insecure Deserialization,High,7.2,LEG-SW-0082,No,Open
VUL05070,CVE-2024-1558,Remote Code Execution,High,7.6,ENG-PRT-0001,Yes,In Progress
VUL05071,CVE-2025-59816,XML External Entity (XXE),High,8.5,FIN-RTR-0003,Yes,In Progress
VUL05072,CVE-2020-38018,Insecure Direct Object Reference,High,8.3,LEG-DB-0036,Yes,Patched
VUL05073,CVE-2022-13589,Sensitive Data Exposure,Low,2.8,HR-SRV-0086,No,Won't Fix
VUL05074,CVE-2020-23629,Outdated SSL/TLS Configuration,Low,0.5,OPS-DB-0042,Yes,Closed
VUL05075,CVE-2026-82994,Broken Authentication,Low,1.4,OPS-RTR-0064,No,In Progress
VUL05076,CVE-2021-34230,Insecure Deserialization,Medium,5.1,SAL-LAP-0002,No,In Progress
VUL05077,CVE-2023-88861,Security Misconfiguration,Low,3.9,HR-DB-0041,Yes,Patched
VUL05078,CVE-2018-54947,XML External Entity (XXE),Medium,4.5,IT-MOB-0025,Yes,Patched
VUL05079,CVE-2018-80050,Broken Authentication,Medium,4.1,ENG-PC-0096,No,In Progress
VUL05080,CVE-2018-21449,Server-Side Request Forgery (SSRF),Medium,6.0,ENG-FW-0046,Yes,In Progress
VUL05081,CVE-2023-34425,Command Injection,High,8.6,OPS-MOB-0114,Yes,Closed
VUL05082,CVE-2018-44119,Outdated SSL/TLS Configuration,Low,3.4,IT-PC-0077,Yes,Patched
VUL05083,CVE-2024-9440,XML External Entity (XXE),High,7.7,IT-PC-0084,No,Won't Fix
VUL05084,CVE-2019-25401,Unpatched Software,Low,3.4,SAL-PRT-0008,Yes,In Progress
VUL05085,CVE-2019-96080,Denial of Service,Low,1.1,LEG-SW-0002,Yes,Patched
VUL05086,CVE-2019-46004,Insecure Deserialization,Medium,5.8,LEG-FW-0024,No,In Progress
VUL05087,CVE-2018-33854,Buffer Overflow,High,7.8,HR-PRT-0052,Yes,Patched
VUL05088,CVE-2017-55482,Insecure Direct Object Reference,Medium,4.4,LEG-RTR-0060,No,In Progress
VUL05089,CVE-2017-87291,Remote Code Execution,Medium,6.7,OPS-SRV-0042,Yes,In Progress
VUL05090,CVE-2024-83497,Server-Side Request Forgery (SSRF),High,7.2,MKT-SW-0032,Yes,Patched
VUL05091,CVE-2025-7871,Sensitive Data Exposure,Medium,5.4,SAL-RTR-0029,No,Open
VUL05092,CVE-2024-85135,Privilege Escalation,Critical,9.3,MKT-RTR-0085,No,In Progress
VUL05093,CVE-2015-26495,Insecure Deserialization,Medium,5.1,IT-PRT-0075,No,Won't Fix
VUL05094,CVE-2026-1078,Command Injection,Medium,6.5,OPS-SW-0056,Yes,Closed
VUL05095,CVE-2023-47968,Remote Code Execution,Low,2.3,OPS-SRV-0030,No,In Progress
VUL05096,CVE-2019-58689,Insecure Direct Object Reference,Medium,4.1,MKT-PC-0084,No,Open
VUL05097,CVE-2026-79371,XML External Entity (XXE),Medium,5.8,HR-SW-0003,Yes,Closed
VUL05098,CVE-2025-78213,Unpatched Software,Medium,4.1,SAL-DB-0120,No,Won't Fix
VUL05099,CVE-2024-98052,Command Injection,High,8.5,IT-SRV-0013,Yes,In Progress
VUL05100,CVE-2020-2930,Security Misconfiguration,High,7.6,MKT-DB-0027,Yes,In Progress
VUL05101,CVE-2023-51985,Sensitive Data Exposure,Medium,5.6,FIN-FW-0004,Yes,Patched
VUL05102,CVE-2025-40743,Sensitive Data Exposure,Low,1.2,FIN-DB-0062,No,Won't Fix
VUL05103,CVE-2020-29870,Buffer Overflow,Low,1.6,IT-DB-0113,Yes,Patched
VUL05104,CVE-2017-55099,XML External Entity (XXE),Low,0.8,HR-FW-0131,Yes,Closed
VUL05105,CVE-2019-72483,Unpatched Software,Low,0.1,LEG-SW-0008,Yes,Closed
VUL05106,CVE-2017-44838,Weak Password Policy,Critical,9.3,IT-SRV-0055,No,Won't Fix
VUL05107,CVE-2023-4803,Insecure Deserialization,Low,1.9,LEG-MOB-0116,No,Open
VUL05108,CVE-2016-5330,Weak Password Policy,Medium,4.4,LEG-MOB-0034,Yes,Closed
VUL05109,CVE-2018-40909,Denial of Service,High,7.8,OPS-IOT-0028,Yes,In Progress
VUL05110,CVE-2026-97427,Buffer Overflow,Low,1.4,OPS-IOT-0022,No,Won't Fix
VUL05111,CVE-2024-45370,Outdated SSL/TLS Configuration,Low,1.6,FIN-PC-0003,No,In Progress
VUL05112,CVE-2015-31426,Privilege Escalation,Medium,6.3,SAL-FW-0087,No,In Progress
VUL05113,CVE-2026-13648,Security Misconfiguration,Low,1.0,SAL-RTR-0093,No,In Progress
VUL05114,CVE-2015-54611,Server-Side Request Forgery (SSRF),High,8.8,FIN-SRV-0117,No,Won't Fix
VUL05115,CVE-2020-92344,Insecure Deserialization,High,7.4,MKT-MOB-0070,Yes,In Progress
VUL05116,CVE-2026-19575,SQL Injection,Medium,6.0,SAL-SRV-0058,Yes,Closed
VUL05117,CVE-2020-51598,SQL Injection,High,8.6,IT-DB-0092,No,Won't Fix
VUL05118,CVE-2016-6423,Security Misconfiguration,Low,2.1,MKT-PC-0102,Yes,Patched
VUL05119,CVE-2026-11102,Broken Authentication,Medium,4.8,OPS-DB-0100,Yes,Closed
VUL05120,CVE-2025-39719,Insecure Deserialization,Medium,4.3,OPS-IOT-0002,No,Open
VUL05121,CVE-2026-40929,Missing Security Patch,Low,2.6,IT-MOB-0109,No,Won't Fix
VUL05122,CVE-2020-59324,Unpatched Software,Low,0.9,HR-RTR-0035,No,Won't Fix
VUL05123,CVE-2016-17684,Security Misconfiguration,High,8.5,MKT-LAP-0008,No,In Progress
VUL05124,CVE-2023-67082,Command Injection,Medium,6.8,IT-RTR-0127,Yes,Closed
VUL05125,CVE-2024-41507,Command Injection,Critical,9.5,LEG-RTR-0113,Yes,Patched
VUL05126,CVE-2017-25014,Unpatched Software,High,8.3,HR-SRV-0041,Yes,Patched
VUL05127,CVE-2021-26206,Insecure Direct Object Reference,Medium,6.6,FIN-PRT-0071,No,Open
VUL05128,CVE-2023-50360,Sensitive Data Exposure,Low,0.2,SAL-PRT-0036,Yes,In Progress
VUL05129,CVE-2017-19089,Outdated SSL/TLS Configuration,High,8.7,IT-SW-0081,Yes,Patched
VUL05130,CVE-2016-33886,Missing Security Patch,High,7.5,IT-RTR-0053,Yes,In Progress
VUL05131,CVE-2019-95743,Broken Authentication,Low,3.3,FIN-PRT-0090,No,Won't Fix
VUL05132,CVE-2018-80740,Privilege Escalation,Medium,4.9,LEG-PRT-0071,No,Open
VUL05133,CVE-2021-5465,Buffer Overflow,Medium,4.2,MKT-DB-0120,No,In Progress
VUL05134,CVE-2018-34959,Broken Authentication,High,8.6,LEG-IOT-0008,No,Open
VUL05135,CVE-2020-11118,Sensitive Data Exposure,High,7.8,MKT-SW-0119,Yes,Closed
VUL05136,CVE-2016-8070,Server-Side Request Forgery (SSRF),Medium,6.9,ENG-LAP-0046,No,In Progress
VUL05137,CVE-2016-38413,Missing Security Patch,High,8.9,MKT-PRT-0023,Yes,Closed
VUL05138,CVE-2024-9195,Missing Security Patch,Low,0.7,LEG-RTR-0004,Yes,Patched
VUL05139,CVE-2017-26296,Open Redirect,Medium,4.2,SAL-FW-0071,No,Open
VUL05140,CVE-2016-18623,Insecure Deserialization,Medium,4.3,MKT-SRV-0070,No,Open
VUL05141,CVE-2026-24312,Unpatched Software,Low,3.2,MKT-SRV-0023,No,Won't Fix
VUL05142,CVE-2017-94786,Missing Security Patch,High,8.5,ENG-PRT-0105,No,In Progress
VUL05143,CVE-2017-54731,Insecure Direct Object Reference,Medium,4.6,HR-MOB-0030,No,In Progress
VUL05144,CVE-2015-21168,Weak Password Policy,Medium,4.5,ENG-IOT-0046,Yes,Patched
VUL05145,CVE-2026-50986,Insecure Direct Object Reference,Low,3.2,FIN-LAP-0082,Yes,Closed
VUL05146,CVE-2017-2453,Broken Authentication,Medium,6.3,ENG-SW-0003,No,Won't Fix
VUL05147,CVE-2019-67531,Path Traversal,High,8.7,OPS-MOB-0049,Yes,Closed
VUL05148,CVE-2018-78445,Unpatched Software,High,8.7,LEG-PC-0051,No,In Progress
VUL05149,CVE-2020-70818,Server-Side Request Forgery (SSRF),Critical,9.3,FIN-DB-0093,Yes,Closed
VUL05150,CVE-2015-77679,Sensitive Data Exposure,High,7.5,IT-DB-0016,No,In Progress
VUL05151,CVE-2019-88800,Sensitive Data Exposure,High,7.1,ENG-DB-0088,Yes,Patched
VUL05152,CVE-2018-59127,Remote Code Execution,Medium,5.1,HR-PC-0133,No,Open
VUL05153,CVE-2022-72121,Outdated SSL/TLS Configuration,Medium,4.5,ENG-LAP-0105,Yes,In Progress
VUL05154,CVE-2018-35852,Command Injection,High,8.4,LEG-LAP-0096,No,Open
VUL05155,CVE-2026-63619,SQL Injection,Low,1.1,OPS-IOT-0093,Yes,Closed
VUL05156,CVE-2018-79845,Path Traversal,Medium,6.6,HR-IOT-0063,Yes,In Progress
VUL05157,CVE-2017-94344,Insecure Deserialization,Medium,5.7,LEG-PC-0095,Yes,Patched
VUL05158,CVE-2018-50107,Denial of Service,Low,0.5,ENG-IOT-0014,Yes,In Progress
VUL05159,CVE-2022-53585,Denial of Service,High,7.7,ENG-SRV-0077,No,In Progress
VUL05160,CVE-2015-71168,Weak Password Policy,Critical,9.9,FIN-MOB-0013,Yes,Patched
VUL05161,CVE-2023-44409,Sensitive Data Exposure,Critical,9.9,OPS-MOB-0054,Yes,Closed
VUL05162,CVE-2018-86478,Weak Password Policy,Medium,4.7,OPS-MOB-0087,Yes,Patched
VUL05163,CVE-2015-72468,Privilege Escalation,Medium,4.2,ENG-SRV-0148,Yes,In Progress
VUL05164,CVE-2017-38714,Insecure Direct Object Reference,High,8.3,FIN-MOB-0025,Yes,Closed
VUL05165,CVE-2017-22156,Insecure Deserialization,Medium,4.3,ENG-FW-0130,Yes,Patched
VUL05166,CVE-2025-6865,Missing Security Patch,High,8.5,IT-FW-0073,No,Won't Fix
VUL05167,CVE-2025-97641,Privilege Escalation,Medium,4.1,ENG-SRV-0039,Yes,Closed
VUL05168,CVE-2017-60880,Security Misconfiguration,Low,0.1,OPS-PC-0091,No,In Progress
VUL05169,CVE-2019-87037,Sensitive Data Exposure,Medium,6.5,HR-IOT-0106,Yes,Patched
VUL05170,CVE-2025-50456,Security Misconfiguration,Medium,5.4,FIN-PC-0058,No,Won't Fix
VUL05171,CVE-2017-46287,Broken Authentication,Medium,6.9,HR-RTR-0036,Yes,Closed
VUL05172,CVE-2018-47068,SQL Injection,High,8.8,SAL-SRV-0030,Yes,Closed
VUL05173,CVE-2019-13560,Weak Password Policy,Medium,6.0,MKT-PRT-0008,Yes,Patched
VUL05174,CVE-2017-51462,SQL Injection,Medium,4.5,FIN-PC-0109,Yes,Closed
VUL05175,CVE-2018-6346,Broken Authentication,Low,2.9,IT-SRV-0114,No,Open
VUL05176,CVE-2016-97732,Open Redirect,Low,0.7,SAL-RTR-0121,Yes,In Progress
VUL05177,CVE-2016-57275,Remote Code Execution,Critical,9.0,IT-SW-0001,Yes,Patched
VUL05178,CVE-2020-44698,Outdated SSL/TLS Configuration,Low,0.4,OPS-FW-0017,No,Won't Fix
VUL05179,CVE-2015-21051,Privilege Escalation,High,8.6,ENG-SRV-0028,Yes,Closed
VUL05180,CVE-2025-96930,Buffer Overflow,High,8.5,OPS-SRV-0005,No,Open
VUL05181,CVE-2019-4145,Denial of Service,High,7.9,IT-MOB-0033,Yes,Patched
VUL05182,CVE-2018-31910,Open Redirect,Low,0.1,HR-IOT-0066,Yes,In Progress
VUL05183,CVE-2017-66916,Buffer Overflow,Medium,6.7,IT-SRV-0097,Yes,Patched
VUL05184,CVE-2016-93013,Open Redirect,Critical,9.7,LEG-DB-0112,No,Open
VUL05185,CVE-2016-22058,Privilege Escalation,High,7.6,ENG-SW-0007,Yes,Patched
VUL05186,CVE-2023-73718,Outdated SSL/TLS Configuration,High,7.1,IT-PC-0091,Yes,Closed
VUL05187,CVE-2025-89226,Denial of Service,Medium,5.5,MKT-IOT-0059,No,In Progress
VUL05188,CVE-2023-90166,Unpatched Software,Medium,4.3,ENG-PC-0042,Yes,In Progress
VUL05189,CVE-2016-52175,Server-Side Request Forgery (SSRF),High,7.9,IT-PRT-0103,No,Won't Fix
VUL05190,CVE-2021-96134,SQL Injection,Medium,6.4,FIN-SRV-0115,Yes,Closed
VUL05191,CVE-2017-36093,Remote Code Execution,Critical,9.8,OPS-LAP-0108,No,Open
VUL05192,CVE-2019-43658,Privilege Escalation,Medium,4.1,FIN-LAP-0049,No,Open
VUL05193,CVE-2018-56938,Open Redirect,Low,2.1,OPS-IOT-0040,No,In Progress
VUL05194,CVE-2016-66062,Remote Code Execution,High,7.2,HR-PC-0002,No,Won't Fix
VUL05195,CVE-2017-38660,Security Misconfiguration,Medium,6.7,HR-PC-0095,Yes,In Progress
VUL05196,CVE-2025-1860,Open Redirect,High,8.5,OPS-IOT-0057,No,In Progress
VUL05197,CVE-2025-77446,XML External Entity (XXE),Low,2.4,HR-IOT-0076,No,In Progress
VUL05198,CVE-2022-36684,Security Misconfiguration,Critical,9.3,HR-RTR-0038,Yes,Closed
VUL05199,CVE-2018-58752,Buffer Overflow,Medium,5.4,IT-FW-0111,No,Open
VUL05200,CVE-2018-8030,Path Traversal,Medium,5.5,ENG-PRT-0128,Yes,Closed
VUL05201,CVE-2023-14186,Open Redirect,Critical,9.8,LEG-DB-0017,Yes,Closed
VUL05202,CVE-2021-29510,Insecure Deserialization,Low,0.8,LEG-SW-0045,No,In Progress
VUL05203,CVE-2016-31158,Buffer Overflow,Low,3.5,ENG-RTR-0071,No,Won't Fix
VUL05204,CVE-2017-43069,Unpatched Software,Low,3.4,LEG-IOT-0088,Yes,Closed
VUL05205,CVE-2017-59048,Server-Side Request Forgery (SSRF),Low,0.9,HR-SW-0107,Yes,In Progress
VUL05206,CVE-2017-42270,Insecure Deserialization,Medium,6.3,HR-SW-0083,No,In Progress
VUL05207,CVE-2015-36069,Missing Security Patch,High,7.9,OPS-PC-0068,Yes,Closed
VUL05208,CVE-2018-9617,Outdated SSL/TLS Configuration,Medium,4.5,IT-MOB-0097,No,In Progress
VUL05209,CVE-2016-17782,Open Redirect,High,7.1,FIN-RTR-0028,Yes,In Progress
VUL05210,CVE-2020-96741,Insecure Direct Object Reference,Critical,9.3,FIN-LAP-0046,Yes,In Progress
VUL05211,CVE-2018-54483,Buffer Overflow,Medium,4.4,OPS-PRT-0082,Yes,Closed
VUL05212,CVE-2018-38192,Cross-Site Scripting (XSS),Medium,5.0,LEG-FW-0072,Yes,Closed
VUL05213,CVE-2018-83049,Open Redirect,High,8.8,MKT-SW-0068,No,Won't Fix
VUL05214,CVE-2019-46755,Server-Side Request Forgery (SSRF),Critical,9.8,SAL-PRT-0003,Yes,In Progress
VUL05215,CVE-2022-54801,Command Injection,Low,2.7,OPS-DB-0106,Yes,Closed
VUL05216,CVE-2022-25704,Path Traversal,Low,2.3,HR-DB-0056,No,Open
VUL05217,CVE-2021-11367,Open Redirect,Low,0.5,MKT-FW-0080,No,In Progress
VUL05218,CVE-2026-78251,Security Misconfiguration,Medium,4.2,SAL-RTR-0051,Yes,Closed
VUL05219,CVE-2017-99927,Path Traversal,High,7.3,ENG-IOT-0106,Yes,In Progress
VUL05220,CVE-2016-87985,Cross-Site Scripting (XSS),Medium,4.1,HR-PC-0082,Yes,Closed
VUL05221,CVE-2016-18768,Missing Security Patch,High,7.9,HR-LAP-0021,Yes,Closed
VUL05222,CVE-2021-75111,Cross-Site Scripting (XSS),Medium,4.4,SAL-PC-0093,Yes,In Progress
VUL05223,CVE-2023-77667,Missing Security Patch,Low,0.3,HR-DB-0022,Yes,In Progress
VUL05224,CVE-2023-17734,Server-Side Request Forgery (SSRF),Medium,5.9,MKT-IOT-0081,No,Won't Fix
VUL05225,CVE-2015-65765,Privilege Escalation,Critical,9.2,ENG-PC-0034,Yes,Closed
VUL05226,CVE-2023-89330,Denial of Service,High,7.2,ENG-MOB-0091,Yes,In Progress
VUL05227,CVE-2022-15460,Insecure Direct Object Reference,Medium,4.1,ENG-DB-0061,No,Open
VUL05228,CVE-2021-42628,Outdated SSL/TLS Configuration,Low,0.9,HR-DB-0082,Yes,Patched
VUL05229,CVE-2016-16115,Weak Password Policy,Low,1.6,HR-PC-0120,Yes,In Progress
VUL05230,CVE-2016-81637,Sensitive Data Exposure,Medium,4.8,MKT-FW-0118,Yes,In Progress
VUL05231,CVE-2015-76202,SQL Injection,High,7.7,HR-MOB-0089,Yes,In Progress
VUL05232,CVE-2015-34494,Weak Password Policy,Medium,5.7,MKT-SW-0105,No,Open
VUL05233,CVE-2024-1230,Insecure Deserialization,Medium,6.1,LEG-SW-0068,No,In Progress
VUL05234,CVE-2024-12183,Outdated SSL/TLS Configuration,Medium,4.9,HR-FW-0136,Yes,In Progress
VUL05235,CVE-2018-89863,Buffer Overflow,Low,1.2,SAL-DB-0013,Yes,Patched
VUL05236,CVE-2022-34027,Outdated SSL/TLS Configuration,High,8.2,LEG-SRV-0018,Yes,In Progress
VUL05237,CVE-2020-37546,Denial of Service,Medium,4.1,SAL-PC-0008,No,Open
VUL05238,CVE-2020-68424,Weak Password Policy,Medium,6.8,IT-FW-0014,No,Won't Fix
VUL05239,CVE-2019-49843,SQL Injection,Critical,9.4,FIN-SRV-0036,Yes,Patched
VUL05240,CVE-2019-67739,Buffer Overflow,High,7.8,HR-RTR-0086,No,Open
VUL05241,CVE-2017-76262,XML External Entity (XXE),High,8.1,ENG-LAP-0105,Yes,In Progress
VUL05242,CVE-2019-26443,Buffer Overflow,Critical,9.8,FIN-SW-0025,Yes,Patched
VUL05243,CVE-2021-61439,Missing Security Patch,High,8.4,SAL-PRT-0072,No,Open
VUL05244,CVE-2025-83083,Cross-Site Scripting (XSS),Low,3.6,OPS-PC-0113,Yes,Closed
VUL05245,CVE-2023-94471,Sensitive Data Exposure,Medium,4.9,SAL-SRV-0089,Yes,In Progress
VUL05246,CVE-2026-10504,Outdated SSL/TLS Configuration,Medium,6.1,IT-DB-0057,No,Won't Fix
VUL05247,CVE-2022-69092,Denial of Service,Medium,6.1,OPS-DB-0057,No,In Progress
VUL05248,CVE-2015-79035,Broken Authentication,Critical,9.1,OPS-FW-0123,No,Won't Fix
VUL05249,CVE-2026-15365,Unpatched Software,High,8.7,FIN-FW-0115,Yes,Closed
VUL05250,CVE-2020-20111,Server-Side Request Forgery (SSRF),High,7.6,FIN-LAP-0024,Yes,In Progress
VUL05251,CVE-2021-86176,Command Injection,High,7.4,IT-RTR-0114,Yes,In Progress
VUL05252,CVE-2025-15085,Command Injection,High,7.1,HR-PRT-0087,Yes,In Progress
VUL05253,CVE-2016-39350,Buffer Overflow,Low,3.9,IT-PRT-0102,No,Won't Fix
VUL05254,CVE-2024-65748,Outdated SSL/TLS Configuration,Medium,5.8,FIN-DB-0007,Yes,Closed
VUL05255,CVE-2022-42965,Open Redirect,Low,1.6,ENG-FW-0109,Yes,Patched
VUL05256,CVE-2015-1436,SQL Injection,High,7.1,LEG-MOB-0112,No,In Progress
VUL05257,CVE-2020-54922,Path Traversal,High,8.4,SAL-MOB-0001,Yes,In Progress
VUL05258,CVE-2022-36042,Command Injection,Medium,6.3,MKT-PC-0076,Yes,In Progress
VUL05259,CVE-2017-18599,XML External Entity (XXE),High,8.0,LEG-LAP-0095,No,Won't Fix
VUL05260,CVE-2018-81412,Sensitive Data Exposure,Medium,4.8,SAL-RTR-0029,No,Open
VUL05261,CVE-2015-69738,Cross-Site Scripting (XSS),Low,0.2,ENG-PC-0024,Yes,Closed
VUL05262,CVE-2024-15987,Remote Code Execution,Critical,9.1,OPS-MOB-0144,No,In Progress
VUL05263,CVE-2026-2332,Buffer Overflow,High,7.5,FIN-LAP-0074,No,Won't Fix
VUL05264,CVE-2020-53152,Cross-Site Scripting (XSS),Low,3.7,ENG-LAP-0014,No,In Progress
VUL05265,CVE-2023-26802,Weak Password Policy,Medium,4.1,FIN-SW-0081,Yes,Patched
VUL05266,CVE-2021-57177,Path Traversal,Low,3.3,LEG-SW-0072,No,Open
VUL05267,CVE-2017-54652,Denial of Service,Medium,4.6,LEG-IOT-0004,Yes,Closed
VUL05268,CVE-2018-19443,Outdated SSL/TLS Configuration,Medium,4.3,FIN-SW-0046,No,In Progress
VUL05269,CVE-2021-29574,Path Traversal,Low,2.6,IT-SRV-0112,No,Won't Fix
VUL05270,CVE-2026-4188,Denial of Service,Medium,6.6,FIN-DB-0076,No,Won't Fix
VUL05271,CVE-2020-83170,Server-Side Request Forgery (SSRF),Medium,4.8,LEG-SRV-0043,Yes,Closed
VUL05272,CVE-2021-94885,Denial of Service,Critical,10.0,LEG-MOB-0101,Yes,Closed
