asset_id,asset_name,asset_type,owner,department,criticality,operating_system
AST06050,OPS-DB-0079,Database,Linda,Operations,Medium,Oracle Linux
AST06051,SAL-PC-0069,Workstation,Gregory,Sales,Low,Windows 11
AST06052,FIN-PRT-0074,Printer,Angelica,Finance,Medium,Embedded Firmware
AST06053,OPS-DB-0080,Database,Kim,Operations,High,Oracle Linux
AST06054,OPS-SW-0081,Switch,Selena,Operations,Medium,Cisco IOS
AST06055,LEG-FW-0071,Firewall,Andrew,Legal,Medium,Cisco ASA OS
AST06056,IT-FW-0084,Firewall,Joseph,IT,Medium,Cisco ASA OS
AST06057,SAL-MOB-0100,Mobile Device,Trevor,Sales,Medium,Android 14
AST06058,SAL-PRT-0075,Printer,Sharon,Sales,Low,Embedded Firmware
AST06059,HR-RTR-0070,Router,Frank,HR,High,JunOS
AST06060,SAL-MOB-0101,Mobile Device,Mary,Sales,Low,Android 14
AST06061,IT-SRV-0085,Server,Randy,IT,Medium,Windows Server 2019
AST06062,ENG-PC-0079,Workstation,Amy,Engineering,Low,Ubuntu Linux
AST06063,HR-PC-0073,Workstation,Sarah,HR,Medium,Windows 11
AST06064,OPS-RTR-0078,Router,Caleb,Operations,Medium,JunOS
AST06065,ENG-FW-0083,Firewall,Mark,Engineering,Medium,FortiOS
AST06066,HR-SRV-0073,Server,Eric,HR,High,Windows Server 2019
AST06067,LEG-DB-0078,Database,Dennis,Legal,Medium,Windows Server 2022
AST06068,IT-PRT-0077,Printer,Kevin,IT,Medium,Embedded Firmware
AST06069,ENG-RTR-0070,Router,Jaclyn,Engineering,High,JunOS
AST06070,FIN-SW-0088,Switch,Betty,Finance,High,Cisco IOS
AST06071,HR-LAP-0085,Laptop,David,HR,Medium,Windows 11
AST06072,MKT-PC-0072,Workstation,Laurie,Marketing,Low,Windows 11
AST06073,FIN-SRV-0066,Server,William,Finance,Critical,CentOS 7
AST06074,LEG-LAP-0073,Laptop,Douglas,Legal,High,macOS Ventura
AST06075,OPS-FW-0086,Firewall,Lori,Operations,Medium,FortiOS
AST06076,OPS-PRT-0073,Printer,Lori,Operations,Low,Embedded Firmware
AST06077,LEG-SRV-0075,Server,Jay,Legal,Medium,Ubuntu Server 22.04
AST06078,IT-RTR-0084,Router,Sheila,IT,Low,Cisco IOS
AST06079,IT-IOT-0076,IoT Device,Lisa,IT,Medium,Embedded Firmware
AST06080,ENG-SRV-0093,Server,Jermaine,Engineering,Low,Windows Server 2022
AST06081,MKT-FW-0073,Firewall,Aaron,Marketing,Medium,FortiOS
AST06082,MKT-PC-0073,Workstation,Michelle,Marketing,Medium,Ubuntu Linux
AST06083,SAL-FW-0072,Firewall,Margaret,Sales,High,Cisco ASA OS
AST06084,LEG-SW-0078,Switch,Connor,Legal,Medium,Arista EOS
AST06085,SAL-LAP-0065,Laptop,Katie,Sales,Low,Windows 10
AST06086,LEG-SRV-0076,Server,Kendra,Legal,Medium,Windows Server 2019
AST06087,ENG-PRT-0081,Printer,Cynthia,Engineering,Medium,Embedded Firmware
AST06088,IT-IOT-0077,IoT Device,Marissa,IT,Medium,Embedded Firmware
AST06089,IT-PC-0078,Workstation,Traci,IT,Low,Windows 10
AST06090,SAL-PC-0070,Workstation,Mark,Sales,Medium,Windows 10
AST06091,SAL-DB-0071,Database,Mary,Sales,Low,Windows Server 2022
AST06092,MKT-PC-0074,Workstation,Samantha,Marketing,Medium,Ubuntu Linux
AST06093,MKT-LAP-0076,Laptop,Lawrence,Marketing,High,macOS Ventura
AST06094,FIN-PRT-0075,Printer,Frances,Finance,Low,Embedded Firmware
AST06095,IT-LAP-0089,Laptop,Gabrielle,IT,Critical,Windows 10
AST06096,HR-LAP-0086,Laptop,Melinda,HR,Medium,macOS Sonoma
AST06097,IT-RTR-0085,Router,Ashley,IT,High,Cisco IOS
AST06098,MKT-DB-0071,Database,Joshua,Marketing,Low,Windows Server 2022
AST06099,FIN-SRV-0067,Server,Johnathan,Finance,Low,Windows Server 2019
AST06100,MKT-RTR-0081,Router,Amy,Marketing,Critical,JunOS
AST06101,IT-LAP-0090,Laptop,Derek,IT,Low,macOS Sonoma
AST06102,OPS-PC-0078,Workstation,Michele,Operations,Medium,Windows 11
AST06103,SAL-PRT-0076,Printer,Pamela,Sales,Low,Embedded Firmware
AST06104,SAL-DB-0072,Database,John,Sales,Critical,Windows Server 2022
AST06105,ENG-PRT-0082,Printer,Heidi,Engineering,High,Embedded Firmware
AST06106,MKT-DB-0072,Database,Emily,Marketing,Low,Oracle Linux
AST06107,LEG-SW-0079,Switch,David,Legal,Medium,Arista EOS
AST06108,HR-SW-0078,Switch,Kimberly,HR,Low,Cisco IOS
AST06109,OPS-IOT-0070,IoT Device,Katie,Operations,Low,Embedded Firmware
AST06110,SAL-IOT-0067,IoT Device,Kirk,Sales,High,Embedded Firmware
AST06111,IT-RTR-0086,Router,Corey,IT,Medium,JunOS
AST06112,ENG-PC-0080,Workstation,Juan,Engineering,Low,Ubuntu Linux
AST06113,FIN-MOB-0086,Mobile Device,Kelsey,Finance,Low,iOS 17
AST06114,SAL-SW-0079,Switch,Steven,Sales,High,Cisco IOS
AST06115,HR-SW-0079,Switch,Lisa,HR,Low,Cisco IOS
AST06116,MKT-MOB-0073,Mobile Device,Erik,Marketing,High,Android 14
AST06117,SAL-SRV-0081,Server,Daniel,Sales,Low,CentOS 7
AST06118,IT-RTR-0087,Router,Michael,IT,Low,Cisco IOS
AST06119,OPS-MOB-0087,Mobile Device,Nichole,Operations,High,Android 14
AST06120,FIN-MOB-0087,Mobile Device,Evan,Finance,Medium,iOS 17
AST06121,HR-RTR-0071,Router,Charles,HR,Low,JunOS
AST06122,IT-PRT-0078,Printer,Karen,IT,Low,Embedded Firmware
AST06123,SAL-RTR-0077,Router,Christopher,Sales,High,Cisco IOS
AST06124,IT-MOB-0077,Mobile Device,Elizabeth,IT,High,iOS 17
AST06125,FIN-MOB-0088,Mobile Device,Christopher,Finance,High,iOS 17
AST06126,LEG-PRT-0084,Printer,John,Legal,Medium,Embedded Firmware
AST06127,HR-IOT-0066,IoT Device,Elizabeth,HR,Low,Embedded Firmware
AST06128,SAL-FW-0073,Firewall,Morgan,Sales,Medium,FortiOS
AST06129,LEG-IOT-0066,IoT Device,Robert,Legal,High,Embedded Firmware
AST06130,LEG-SRV-0077,Server,Shannon,Legal,Medium,Ubuntu Server 22.04
AST06131,LEG-PC-0082,Workstation,Anthony,Legal,High,Ubuntu Linux
AST06132,ENG-PRT-0083,Printer,Matthew,Engineering,Medium,Embedded Firmware
AST06133,MKT-PRT-0068,Printer,John,Marketing,Low,Embedded Firmware
AST06134,IT-FW-0085,Firewall,Kristina,IT,Low,FortiOS
AST06135,MKT-IOT-0060,IoT Device,Jennifer,Marketing,Low,Embedded Firmware
AST06136,LEG-FW-0072,Firewall,Kristen,Legal,Low,Cisco ASA OS
AST06137,OPS-SW-0082,Switch,Amanda,Operations,Low,Cisco IOS
AST06138,SAL-PC-0071,Workstation,Holly,Sales,Medium,Ubuntu Linux
AST06139,FIN-SW-0089,Switch,David,Finance,Medium,Arista EOS
AST06140,MKT-DB-0073,Database,Paul,Marketing,Medium,Ubuntu Server 22.04
AST06141,IT-SW-0085,Switch,Kelly,IT,Critical,Cisco IOS
AST06142,SAL-PRT-0077,Printer,Julian,Sales,Low,Embedded Firmware
AST06143,ENG-IOT-0065,IoT Device,Jocelyn,Engineering,High,Embedded Firmware
AST06144,FIN-IOT-0072,IoT Device,Jason,Finance,Medium,Embedded Firmware
AST06145,HR-IOT-0067,IoT Device,Mark,HR,Critical,Embedded Firmware
AST06146,ENG-FW-0084,Firewall,Justin,Engineering,Medium,PAN-OS
AST06147,LEG-FW-0073,Firewall,Michelle,Legal,Medium,FortiOS
AST06148,MKT-SRV-0081,Server,Danielle,Marketing,Low,CentOS 7
AST06149,ENG-PRT-0084,Printer,Timothy,Engineering,Low,Embedded Firmware
AST06150,SAL-DB-0073,Database,Noah,Sales,Medium,Ubuntu Server 22.04
AST06151,MKT-DB-0074,Database,Sandra,Marketing,Low,Windows Server 2022
AST06152,FIN-SRV-0068,Server,Sheila,Finance,High,CentOS 7
AST06153,MKT-RTR-0082,Router,Shannon,Marketing,Low,JunOS
AST06154,LEG-MOB-0073,Mobile Device,Ashley,Legal,Medium,iOS 17
AST06155,ENG-MOB-0084,Mobile Device,Michelle,Engineering,Medium,iOS 17
AST06156,LEG-SRV-0078,Server,Jonathan,Legal,Medium,Windows Server 2022
AST06157,ENG-SRV-0094,Server,Jonathan,Engineering,Critical,CentOS 7
AST06158,OPS-PC-0079,Workstation,Dakota,Operations,Low,Ubuntu Linux
AST06159,FIN-RTR-0066,Router,Wayne,Finance,Low,JunOS
AST06160,ENG-MOB-0085,Mobile Device,Kayla,Engineering,Medium,iOS 17
AST06161,SAL-PRT-0078,Printer,Eric,Sales,Low,Embedded Firmware
AST06162,OPS-DB-0081,Database,Ryan,Operations,Critical,Windows Server 2022
AST06163,ENG-IOT-0066,IoT Device,Vicki,Engineering,Medium,Embedded Firmware
AST06164,SAL-SW-0080,Switch,Timothy,Sales,Low,Arista EOS
AST06165,MKT-LAP-0077,Laptop,Patrick,Marketing,Low,macOS Sonoma
AST06166,OPS-IOT-0071,IoT Device,Mary,Operations,Low,Embedded Firmware
AST06167,OPS-RTR-0079,Router,Patricia,Operations,Critical,Cisco IOS
AST06168,IT-DB-0089,Database,Nicholas,IT,Medium,Windows Server 2022
AST06169,MKT-PC-0075,Workstation,David,Marketing,High,Ubuntu Linux
AST06170,FIN-MOB-0089,Mobile Device,Dana,Finance,Critical,iOS 17
AST06171,FIN-LAP-0074,Laptop,Joy,Finance,Medium,Windows 10
AST06172,LEG-RTR-0078,Router,Sandra,Legal,High,Cisco IOS
AST06173,OPS-MOB-0088,Mobile Device,Donna,Operations,High,iOS 17
AST06174,OPS-MOB-0089,Mobile Device,Kyle,Operations,Medium,Android 14
AST06175,FIN-PRT-0076,Printer,Zachary,Finance,Medium,Embedded Firmware
AST06176,HR-PRT-0064,Printer,Keith,HR,High,Embedded Firmware
AST06177,ENG-RTR-0071,Router,Sean,Engineering,Medium,JunOS
AST06178,HR-MOB-0067,Mobile Device,Taylor,HR,Medium,iOS 17
AST06179,HR-PC-0074,Workstation,Rhonda,HR,Low,Windows 10
AST06180,SAL-SRV-0082,Server,Rebecca,Sales,High,Windows Server 2019
AST06181,MKT-PRT-0069,Printer,Sara,Marketing,Low,Embedded Firmware
AST06182,OPS-MOB-0090,Mobile Device,Timothy,Operations,Low,Android 14
AST06183,ENG-MOB-0086,Mobile Device,Tamara,Engineering,High,iOS 17
AST06184,OPS-SRV-0071,Server,Don,Operations,Medium,Windows Server 2019
AST06185,FIN-SRV-0069,Server,Samantha,Finance,Critical,Windows Server 2022
AST06186,LEG-RTR-0079,Router,Danielle,Legal,Medium,JunOS
AST06187,OPS-FW-0087,Firewall,Monique,Operations,Medium,FortiOS
AST06188,LEG-SW-0080,Switch,Robert,Legal,Critical,Cisco IOS
AST06189,HR-DB-0069,Database,Vicki,HR,Medium,Windows Server 2022
AST06190,HR-IOT-0068,IoT Device,Angel,HR,Medium,Embedded Firmware
AST06191,IT-PRT-0079,Printer,Melanie,IT,High,Embedded Firmware
AST06192,HR-LAP-0087,Laptop,Lori,HR,Low,Windows 10
AST06193,FIN-PRT-0077,Printer,Nicholas,Finance,Medium,Embedded Firmware
AST06194,FIN-LAP-0075,Laptop,Maria,Finance,Medium,macOS Ventura
AST06195,ENG-PC-0081,Workstation,Jason,Engineering,Low,Windows 10
AST06196,IT-FW-0086,Firewall,Karen,IT,Low,FortiOS
AST06197,MKT-IOT-0061,IoT Device,Taylor,Marketing,Critical,Embedded Firmware
AST06198,IT-SRV-0086,Server,Robert,IT,Medium,Windows Server 2019
AST06199,LEG-DB-0079,Database,James,Legal,High,Oracle Linux
AST06200,LEG-PC-0083,Workstation,Lauren,Legal,Medium,Windows 10
AST06201,MKT-SW-0069,Switch,Jessica,Marketing,High,Arista EOS
AST06202,ENG-RTR-0072,Router,Christopher,Engineering,Medium,Cisco IOS
AST06203,ENG-FW-0085,Firewall,Tiffany,Engineering,Medium,Cisco ASA OS
AST06204,HR-IOT-0069,IoT Device,Jeffrey,HR,Medium,Embedded Firmware
AST06205,IT-RTR-0088,Router,Nicholas,IT,Medium,JunOS
AST06206,MKT-IOT-0062,IoT Device,Robert,Marketing,High,Embedded Firmware
AST06207,ENG-RTR-0073,Router,Barbara,Engineering,High,Cisco IOS
AST06208,HR-SW-0080,Switch,Pamela,HR,Low,Arista EOS
AST06209,ENG-MOB-0087,Mobile Device,Sierra,Engineering,High,Android 14
AST06210,FIN-RTR-0067,Router,Cynthia,Finance,Low,JunOS
AST06211,LEG-PRT-0085,Printer,Michael,Legal,Medium,Embedded Firmware
AST06212,ENG-PC-0082,Workstation,Daniel,Engineering,Medium,Windows 11
AST06213,SAL-PRT-0079,Printer,Casey,Sales,Critical,Embedded Firmware
AST06214,ENG-FW-0086,Firewall,April,Engineering,Medium,FortiOS
AST06215,LEG-SRV-0079,Server,Brandy,Legal,Medium,Windows Server 2019
AST06216,SAL-PRT-0080,Printer,Seth,Sales,Medium,Embedded Firmware
AST06217,MKT-MOB-0074,Mobile Device,Toni,Marketing,Medium,iOS 17
AST06218,ENG-SW-0080,Switch,Robert,Engineering,Low,Cisco IOS
AST06219,LEG-SRV-0080,Server,Michael,Legal,Low,Ubuntu Server 22.04
AST06220,FIN-SW-0090,Switch,Robert,Finance,Low,Cisco IOS
AST06221,LEG-PC-0084,Workstation,George,Legal,High,Ubuntu Linux
AST06222,SAL-IOT-0068,IoT Device,Sheila,Sales,Low,Embedded Firmware
AST06223,OPS-SW-0083,Switch,Brittany,Operations,Medium,Cisco IOS
AST06224,SAL-SRV-0083,Server,Amy,Sales,Medium,Ubuntu Server 22.04
AST06225,ENG-LAP-0066,Laptop,Ronald,Engineering,Low,macOS Ventura
AST06226,IT-IOT-0078,IoT Device,John,IT,Low,Embedded Firmware
AST06227,LEG-LAP-0074,Laptop,Leslie,Legal,Critical,Windows 10
AST06228,OPS-MOB-0091,Mobile Device,Tristan,Operations,Medium,Android 14
AST06229,HR-LAP-0088,Laptop,Sean,HR,Medium,macOS Ventura
AST06230,IT-IOT-0079,IoT Device,Tiffany,IT,Critical,Embedded Firmware
AST06231,MKT-SW-0070,Switch,Anna,Marketing,High,Arista EOS
AST06232,LEG-MOB-0074,Mobile Device,Jamie,Legal,Medium,iOS 17
AST06233,OPS-PRT-0074,Printer,Brian,Operations,Low,Embedded Firmware
AST06234,MKT-MOB-0075,Mobile Device,Erik,Marketing,Low,Android 14
AST06235,MKT-FW-0074,Firewall,Michael,Marketing,Low,FortiOS
AST06236,HR-DB-0070,Database,Kimberly,HR,Low,Ubuntu Server 22.04
AST06237,OPS-MOB-0092,Mobile Device,Pamela,Operations,Medium,iOS 17
AST06238,IT-DB-0090,Database,Joel,IT,Critical,Ubuntu Server 22.04
AST06239,IT-FW-0087,Firewall,Kimberly,IT,High,PAN-OS
AST06240,HR-SRV-0074,Server,Scott,HR,Low,CentOS 7
AST06241,MKT-RTR-0083,Router,Amanda,Marketing,Critical,Cisco IOS
AST06242,SAL-DB-0074,Database,Amanda,Sales,Low,Windows Server 2022
AST06243,IT-LAP-0091,Laptop,Brad,IT,High,macOS Sonoma
AST06244,FIN-FW-0081,Firewall,Carl,Finance,High,FortiOS
AST06245,HR-FW-0093,Firewall,Elizabeth,HR,High,Cisco ASA OS
AST06246,SAL-FW-0074,Firewall,Hannah,Sales,Medium,PAN-OS
AST06247,LEG-IOT-0067,IoT Device,Omar,Legal,Medium,Embedded Firmware
AST06248,FIN-PRT-0078,Printer,Samantha,Finance,Low,Embedded Firmware
AST06249,HR-DB-0071,Database,Lori,HR,Low,Oracle Linux
AST06250,ENG-LAP-0067,Laptop,Kevin,Engineering,Low,macOS Ventura
AST06251,ENG-FW-0087,Firewall,Carl,Engineering,Low,PAN-OS
AST06252,LEG-PRT-0086,Printer,Angela,Legal,Medium,Embedded Firmware
AST06253,HR-LAP-0089,Laptop,Destiny,HR,Medium,Windows 11
AST06254,IT-PC-0079,Workstation,Jeffrey,IT,Low,Windows 10
AST06255,MKT-DB-0075,Database,Bradley,Marketing,High,Oracle Linux
AST06256,ENG-SW-0081,Switch,Tony,Engineering,High,Cisco IOS
AST06257,SAL-FW-0075,Firewall,Austin,Sales,Medium,PAN-OS
AST06258,HR-RTR-0072,Router,Jillian,HR,High,Cisco IOS
AST06259,IT-RTR-0089,Router,Connie,IT,Medium,JunOS
AST06260,SAL-DB-0075,Database,Joshua,Sales,Low,Ubuntu Server 22.04
AST06261,ENG-IOT-0067,IoT Device,Sean,Engineering,Low,Embedded Firmware
AST06262,LEG-PRT-0087,Printer,Jesse,Legal,Low,Embedded Firmware
AST06263,ENG-MOB-0088,Mobile Device,Jacob,Engineering,High,iOS 17
AST06264,ENG-PRT-0085,Printer,Howard,Engineering,Medium,Embedded Firmware
AST06265,MKT-PC-0076,Workstation,Lisa,Marketing,Low,Windows 11
AST06266,MKT-PC-0077,Workstation,Shawn,Marketing,Low,Windows 11
AST06267,ENG-SRV-0095,Server,Jennifer,Engineering,Medium,Ubuntu Server 22.04
AST06268,SAL-SRV-0084,Server,Michael,Sales,Low,CentOS 7
AST06269,MKT-LAP-0078,Laptop,Lindsay,Marketing,High,macOS Ventura
AST06270,SAL-SRV-0085,Server,Caitlin,Sales,Medium,Ubuntu Server 22.04
AST06271,MKT-PC-0078,Workstation,Destiny,Marketing,Critical,Windows 11
AST06272,FIN-MOB-0090,Mobile Device,Philip,Finance,Low,Android 14
AST06273,HR-LAP-0090,Laptop,Anna,HR,Medium,Windows 11
AST06274,LEG-PC-0085,Workstation,James,Legal,Low,Windows 11
AST06275,MKT-DB-0076,Database,Terri,Marketing,High,Oracle Linux
AST06276,FIN-MOB-0091,Mobile Device,Emily,Finance,Medium,Android 14
AST06277,HR-PC-0075,Workstation,Amanda,HR,Low,Windows 11
AST06278,LEG-IOT-0068,IoT Device,Danielle,Legal,Medium,Embedded Firmware
AST06279,ENG-LAP-0068,Laptop,Craig,Engineering,Low,Windows 10
AST06280,ENG-PRT-0086,Printer,Matthew,Engineering,High,Embedded Firmware
AST06281,LEG-RTR-0080,Router,Jerry,Legal,Medium,Cisco IOS
AST06282,SAL-LAP-0066,Laptop,Megan,Sales,Medium,macOS Ventura
AST06283,HR-IOT-0070,IoT Device,Alexander,HR,Low,Embedded Firmware
AST06284,MKT-IOT-0063,IoT Device,Sean,Marketing,High,Embedded Firmware
AST06285,HR-PRT-0065,Printer,Misty,HR,High,Embedded Firmware
AST06286,MKT-SRV-0082,Server,Kimberly,Marketing,High,CentOS 7
AST06287,LEG-PC-0086,Workstation,Jennifer,Legal,Medium,Windows 10
AST06288,OPS-IOT-0072,IoT Device,Kevin,Operations,Low,Embedded Firmware
AST06289,MKT-PRT-0070,Printer,Jesse,Marketing,Medium,Embedded Firmware
AST06290,HR-DB-0072,Database,Janet,HR,Medium,Ubuntu Server 22.04
AST06291,OPS-SW-0084,Switch,Kenneth,Operations,Medium,Cisco IOS
AST06292,HR-RTR-0073,Router,Jennifer,HR,Low,JunOS
AST06293,SAL-FW-0076,Firewall,Michael,Sales,Medium,FortiOS
AST06294,LEG-PC-0087,Workstation,Kathleen,Legal,Medium,Windows 11
AST06295,FIN-SRV-0070,Server,Ashley,Finance,Critical,Windows Server 2022
AST06296,ENG-FW-0088,Firewall,Lisa,Engineering,Low,PAN-OS
AST06297,HR-FW-0094,Firewall,Valerie,HR,Medium,Cisco ASA OS
AST06298,MKT-FW-0075,Firewall,Nicholas,Marketing,Medium,FortiOS
AST06299,OPS-SRV-0072,Server,Valerie,Operations,Low,Windows Server 2019
AST06300,OPS-RTR-0080,Router,Alejandro,Operations,High,JunOS
AST06301,HR-RTR-0074,Router,Natalie,HR,Low,JunOS
AST06302,ENG-RTR-0074,Router,Anthony,Engineering,Low,Cisco IOS
AST06303,LEG-SW-0081,Switch,Amy,Legal,High,Arista EOS
AST06304,LEG-PRT-0088,Printer,Paul,Legal,Medium,Embedded Firmware
AST06305,FIN-DB-0064,Database,Kayla,Finance,High,Oracle Linux
AST06306,LEG-RTR-0081,Router,Leslie,Legal,Medium,Cisco IOS
AST06307,IT-LAP-0092,Laptop,Jared,IT,High,macOS Sonoma
AST06308,FIN-PC-0090,Workstation,Kristen,Finance,Critical,Ubuntu Linux
AST06309,LEG-FW-0074,Firewall,Andrea,Legal,Low,FortiOS
AST06310,SAL-MOB-0102,Mobile Device,Katelyn,Sales,High,Android 14
AST06311,FIN-RTR-0068,Router,Tracy,Finance,Medium,Cisco IOS
AST06312,SAL-IOT-0069,IoT Device,Benjamin,Sales,Medium,Embedded Firmware
AST06313,SAL-LAP-0067,Laptop,Kellie,Sales,Critical,Windows 11
AST06314,HR-PC-0076,Workstation,Jeffery,HR,High,Ubuntu Linux
AST06315,OPS-PC-0080,Workstation,Thomas,Operations,Medium,Windows 10
AST06316,HR-SRV-0075,Server,Aaron,HR,High,CentOS 7
AST06317,IT-LAP-0093,Laptop,Jonathon,IT,High,macOS Sonoma
AST06318,MKT-RTR-0084,Router,Elizabeth,Marketing,High,JunOS
AST06319,LEG-PRT-0089,Printer,Kathryn,Legal,Medium,Embedded Firmware
AST06320,MKT-FW-0076,Firewall,Dana,Marketing,High,PAN-OS
AST06321,SAL-LAP-0068,Laptop,Scott,Sales,Low,Windows 10
AST06322,OPS-IOT-0073,IoT Device,Jessica,Operations,Critical,Embedded Firmware
AST06323,OPS-PC-0081,Workstation,Elizabeth,Operations,Medium,Windows 11
AST06324,OPS-PC-0082,Workstation,Jamie,Operations,Critical,Windows 11
AST06325,OPS-IOT-0074,IoT Device,Amanda,Operations,High,Embedded Firmware
AST06326,SAL-SW-0081,Switch,Carla,Sales,Medium,Arista EOS
AST06327,ENG-SW-0082,Switch,Jessica,Engineering,Low,Arista EOS
AST06328,SAL-PRT-0081,Printer,James,Sales,Medium,Embedded Firmware
AST06329,FIN-IOT-0073,IoT Device,Lance,Finance,Low,Embedded Firmware
AST06330,OPS-LAP-0087,Laptop,Matthew,Operations,Medium,macOS Ventura
AST06331,HR-IOT-0071,IoT Device,Cody,HR,Low,Embedded Firmware
AST06332,MKT-LAP-0079,Laptop,Michael,Marketing,Medium,macOS Ventura
AST06333,LEG-IOT-0069,IoT Device,Jessica,Legal,Low,Embedded Firmware
AST06334,OPS-PRT-0075,Printer,Becky,Operations,Medium,Embedded Firmware
AST06335,SAL-SW-0082,Switch,Gerald,Sales,High,Cisco IOS
AST06336,OPS-LAP-0088,Laptop,Jessica,Operations,Medium,Windows 10
AST06337,FIN-MOB-0092,Mobile Device,Darryl,Finance,High,iOS 17
AST06338,OPS-SW-0085,Switch,Karen,Operations,High,Arista EOS
AST06339,IT-SW-0086,Switch,Dylan,IT,Low,Arista EOS
AST06340,MKT-PRT-0071,Printer,Cole,Marketing,Low,Embedded Firmware
AST06341,HR-MOB-0068,Mobile Device,Johnathan,HR,High,Android 14
AST06342,ENG-IOT-0068,IoT Device,Zachary,Engineering,Low,Embedded Firmware
AST06343,ENG-RTR-0075,Router,Joseph,Engineering,Medium,Cisco IOS
AST06344,MKT-LAP-0080,Laptop,Nicole,Marketing,Low,macOS Sonoma
AST06345,OPS-LAP-0089,Laptop,Shawna,Operations,Low,macOS Sonoma
AST06346,FIN-DB-0065,Database,Justin,Finance,Medium,Ubuntu Server 22.04
AST06347,MKT-SW-0071,Switch,Kara,Marketing,Medium,Arista EOS
AST06348,LEG-IOT-0070,IoT Device,Heather,Legal,Medium,Embedded Firmware
AST06349,MKT-PC-0079,Workstation,Ann,Marketing,High,Windows 11
AST06350,IT-PC-0080,Workstation,Jonathan,IT,Medium,Ubuntu Linux
AST06351,FIN-PRT-0079,Printer,Stefanie,Finance,High,Embedded Firmware
AST06352,ENG-MOB-0089,Mobile Device,Sue,Engineering,Critical,iOS 17
AST06353,MKT-LAP-0081,Laptop,Alexander,Marketing,Low,macOS Ventura
AST06354,OPS-PC-0083,Workstation,Mark,Operations,Low,Windows 10
AST06355,FIN-RTR-0069,Router,Manuel,Finance,High,Cisco IOS
AST06356,LEG-IOT-0071,IoT Device,James,Legal,High,Embedded Firmware
AST06357,FIN-SRV-0071,Server,Russell,Finance,High,Windows Server 2019
AST06358,ENG-PC-0083,Workstation,Rachael,Engineering,High,Ubuntu Linux
AST06359,IT-RTR-0090,Router,Andrew,IT,High,Cisco IOS
AST06360,OPS-RTR-0081,Router,Mary,Operations,Medium,Cisco IOS
AST06361,LEG-SW-0082,Switch,Kyle,Legal,Low,Arista EOS
AST06362,IT-MOB-0078,Mobile Device,Alexander,IT,Low,iOS 17
AST06363,MKT-IOT-0064,IoT Device,Rachel,Marketing,High,Embedded Firmware
AST06364,HR-SW-0081,Switch,Joseph,HR,High,Cisco IOS
AST06365,HR-PRT-0066,Printer,Jason,HR,Low,Embedded Firmware
AST06366,ENG-IOT-0069,IoT Device,Darryl,Engineering,High,Embedded Firmware
AST06367,FIN-SW-0091,Switch,Michael,Finance,Medium,Cisco IOS
AST06368,OPS-FW-0088,Firewall,David,Operations,Medium,PAN-OS
AST06369,ENG-DB-0077,Database,Hector,Engineering,Low,Ubuntu Server 22.04
AST06370,FIN-IOT-0074,IoT Device,John,Finance,Medium,Embedded Firmware
AST06371,FIN-IOT-0075,IoT Device,Beth,Finance,Medium,Embedded Firmware
AST06372,HR-PC-0077,Workstation,Sean,HR,Low,Windows 11
AST06373,HR-PRT-0067,Printer,Kevin,HR,Medium,Embedded Firmware
AST06374,ENG-PC-0084,Workstation,Alicia,Engineering,Medium,Ubuntu Linux
AST06375,LEG-LAP-0075,Laptop,Kim,Legal,Low,macOS Ventura
AST06376,ENG-PRT-0087,Printer,Jennifer,Engineering,Medium,Embedded Firmware
AST06377,OPS-RTR-0082,Router,Matthew,Operations,Low,Cisco IOS
AST06378,FIN-SRV-0072,Server,Samantha,Finance,Low,Windows Server 2019
AST06379,FIN-DB-0066,Database,Kylie,Finance,Low,Oracle Linux
AST06380,HR-MOB-0069,Mobile Device,Anna,HR,High,iOS 17
AST06381,FIN-MOB-0093,Mobile Device,Thomas,Finance,Low,iOS 17
AST06382,FIN-SRV-0073,Server,Mark,Finance,Critical,Ubuntu Server 22.04
AST06383,IT-DB-0091,Database,Dennis,IT,High,Windows Server 2022
AST06384,OPS-LAP-0090,Laptop,Nicole,Operations,Low,macOS Ventura
AST06385,SAL-FW-0077,Firewall,Charlene,Sales,Critical,PAN-OS
AST06386,FIN-SW-0092,Switch,Corey,Finance,Low,Cisco IOS
AST06387,FIN-SRV-0074,Server,Sara,Finance,Low,CentOS 7
AST06388,MKT-PC-0080,Workstation,Paige,Marketing,Critical,Windows 10
AST06389,ENG-IOT-0070,IoT Device,Arthur,Engineering,High,Embedded Firmware
AST06390,HR-SW-0082,Switch,Jackie,HR,Low,Cisco IOS
AST06391,HR-PC-0078,Workstation,John,HR,Medium,Windows 10
AST06392,FIN-SRV-0075,Server,Amanda,Finance,Medium,Windows Server 2019
AST06393,HR-FW-0095,Firewall,Mary,HR,Medium,FortiOS
AST06394,IT-SW-0087,Switch,Michael,IT,Medium,Cisco IOS
AST06395,IT-MOB-0079,Mobile Device,Tyrone,IT,Critical,Android 14
AST06396,OPS-MOB-0093,Mobile Device,Elizabeth,Operations,High,iOS 17
AST06397,HR-IOT-0072,IoT Device,James,HR,Medium,Embedded Firmware
AST06398,SAL-MOB-0103,Mobile Device,Courtney,Sales,Low,Android 14
AST06399,IT-SW-0088,Switch,Ronald,IT,Medium,Arista EOS
AST06400,SAL-FW-0078,Firewall,Toni,Sales,Low,FortiOS
